rid,name,cuisine,recipe,category,imageurl,type
28,Hot and Sour Soup,Chinese,"<h1>Hot and Sour Soup</h1>
<p>Hot and Sour Soup is a classic Chinese comfort dish that’s savory, tangy, and spicy, packed with mushrooms, tofu, and vegetables in a flavorful broth.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>4 cups chicken or vegetable broth</li>
<li>1 cup mushrooms (shiitake or button), sliced</li>
<li>100g firm tofu, cut into strips</li>
<li>1/2 cup bamboo shoots, julienned</li>
<li>1 small carrot, julienned</li>
<li>2 tbsp soy sauce</li>
<li>1 tbsp rice vinegar</li>
<li>1 tbsp chili paste or sriracha</li>
<li>1 tsp sesame oil</li>
<li>1 tsp sugar</li>
<li>1 tbsp cornstarch mixed with 2 tbsp water</li>
<li>1 egg, lightly beaten</li>
<li>2 spring onions, chopped</li>
<li>1/2 tsp ground white pepper</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Simmer Broth:</strong> In a pot, bring broth to a boil. Add mushrooms, tofu, bamboo shoots, and carrot. Simmer for 5 minutes.</li>
<li><strong>Season:</strong> Stir in soy sauce, vinegar, chili paste, sesame oil, sugar, and white pepper.</li>
<li><strong>Thicken:</strong> Slowly add cornstarch slurry, stirring until soup slightly thickens.</li>
<li><strong>Egg Ribbon:</strong> Pour in beaten egg in a thin stream, stirring gently to form ribbons.</li>
<li><strong>Finish:</strong> Garnish with chopped spring onions.</li>
<li><strong>Serve:</strong> Serve hot as a starter with Chinese meals.</li>
</ol>
</div>
",starter,https://www.cookwithmanali.com/wp-content/uploads/2024/01/Hot-and-Sour-Soup-Vegetarian.jpg,non veg
29,Spring Rolls,Chinese,"<h1>Spring Rolls</h1>
<p>Spring Rolls are a crispy and delicious Chinese starter, filled with vegetables (and sometimes meat), wrapped in thin pastry sheets, and deep-fried to golden perfection.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>12 spring roll wrappers</li>
<li>1 cup cabbage, shredded</li>
<li>1 carrot, julienned</li>
<li>1/2 cup bean sprouts</li>
<li>1/2 cup cooked chicken, shrimp, or tofu (optional)</li>
<li>2 garlic cloves, minced</li>
<li>1 tbsp soy sauce</li>
<li>1 tsp sesame oil</li>
<li>1/2 tsp sugar</li>
<li>2 tbsp vegetable oil (for stir-frying)</li>
<li>Oil for deep frying</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Filling:</strong> Heat 2 tbsp oil in a pan, stir-fry garlic, cabbage, carrot, and bean sprouts. Add soy sauce, sesame oil, sugar, and protein if using. Cook for 3–4 minutes. Let cool.</li>
<li><strong>Wrap:</strong> Place a spoonful of filling on a wrapper. Fold sides over and roll tightly, sealing edges with water or flour paste.</li>
<li><strong>Fry:</strong> Heat oil in a deep pan. Fry rolls in batches until golden brown and crispy.</li>
<li><strong>Drain:</strong> Place fried rolls on paper towels to remove excess oil.</li>
<li><strong>Serve:</strong> Serve hot with sweet chili sauce or soy dipping sauce.</li>
</ol>
</div>
",starter,https://www.giallozafferano.com/images/276-27601/Chinese-Spring-Rolls_1200x800.jpg,non veg
30,Wonton Soup,Chinese,"<h1>Wonton Soup</h1>
<p>Wonton Soup is a comforting Chinese starter featuring delicate dumplings filled with seasoned pork or shrimp, simmered in a clear and flavorful broth.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Wontons</h3>
<ul>
<li>25 wonton wrappers</li>
<li>200g ground pork (or shrimp, finely chopped)</li>
<li>2 garlic cloves, minced</li>
<li>1 tsp fresh ginger, grated</li>
<li>1 tbsp soy sauce</li>
<li>1 tsp sesame oil</li>
<li>1/4 tsp white pepper</li>
<li>1 spring onion, finely chopped</li>
</ul>
<h3>For the Soup</h3>
<ul>
<li>4 cups chicken broth</li>
<li>1 tbsp soy sauce</li>
<li>1 tsp sesame oil</li>
<li>1 slice fresh ginger</li>
<li>2–3 spring onions, chopped</li>
<li>Salt and pepper, to taste</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Wonton Filling:</strong> In a bowl, mix pork (or shrimp), garlic, ginger, soy sauce, sesame oil, pepper, and chopped spring onion.</li>
<li><strong>Assemble Wontons:</strong> Place 1 tsp filling in the center of each wrapper. Fold into a triangle, seal edges with water, and pinch corners together.</li>
<li><strong>Cook Wontons:</strong> Bring a pot of water to boil. Drop in wontons and cook for 3–4 minutes until they float. Remove and set aside.</li>
<li><strong>Prepare Broth:</strong> In another pot, heat chicken broth with soy sauce, ginger, and sesame oil. Simmer for 5 minutes, then remove ginger slice.</li>
<li><strong>Combine:</strong> Add cooked wontons to the broth. Simmer for 1–2 minutes.</li>
<li><strong>Serve:</strong> Garnish with chopped spring onions and serve hot.</li>
</ol>
</div>
",starter,https://iamhomesteader.com/wp-content/uploads/2022/03/wonton-soup-1.jpg,non veg
31,Fried Rice (Yangzhou),Chinese,"<h1>Yangzhou Fried Rice (Yangzhou Chao Fan)</h1>
<p>Yangzhou Fried Rice is a classic Chinese dish known for its colorful mix of vegetables, egg, shrimp, and BBQ pork, stir-fried with rice to create a flavorful and hearty meal.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>3 cups cooked jasmine rice (preferably day-old)</li>
<li>2 eggs, beaten</li>
<li>100g shrimp, peeled and deveined</li>
<li>100g Chinese BBQ pork (Char Siu), diced</li>
<li>1/2 cup green peas</li>
<li>1 small carrot, diced</li>
<li>2 spring onions, chopped</li>
<li>2 tbsp soy sauce</li>
<li>1 tsp sesame oil</li>
<li>2 tbsp vegetable oil</li>
<li>Salt and white pepper, to taste</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Ingredients:</strong> Dice BBQ pork, carrot, and spring onions. Beat eggs and set aside.</li>
<li><strong>Scramble Eggs:</strong> Heat 1 tbsp oil in a wok, scramble the eggs, then remove and set aside.</li>
<li><strong>Cook Shrimp:</strong> Add shrimp to the wok with a little oil and cook until pink. Remove and set aside.</li>
<li><strong>Stir-fry Vegetables:</strong> Add peas and carrot to the wok. Stir-fry for 2–3 minutes.</li>
<li><strong>Add Rice:</strong> Add cooked rice, breaking up clumps. Stir-fry with vegetables.</li>
<li><strong>Combine:</strong> Add eggs, shrimp, BBQ pork, soy sauce, sesame oil, and white pepper. Stir-fry until everything is heated through.</li>
<li><strong>Serve:</strong> Garnish with spring onions and serve hot.</li>
</ol>
</div>
",main course,https://cdn.sanity.io/images/2r0kdewr/production/82f8a09e19a456b94077b31d23861a5b03905307-1000x667.jpg,non veg
32,Sushi (Nigiri),Japanese,"<h1>Nigiri Sushi</h1>
<p>Nigiri Sushi is a traditional Japanese dish made with hand-pressed vinegared rice topped with fresh slices of raw fish like salmon, tuna, or shrimp.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>2 cups sushi rice</li>
<li>2 1/2 cups water</li>
<li>1/3 cup rice vinegar</li>
<li>2 tbsp sugar</li>
<li>1 tsp salt</li>
<li>Fresh fish (salmon, tuna, shrimp, etc.), thinly sliced</li>
<li>Wasabi (optional)</li>
<li>Soy sauce, for dipping</li>
<li>Pickled ginger, for serving</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Cook Rice:</strong> Rinse sushi rice under cold water until water runs clear. Combine with water in a rice cooker or pot and cook until tender. Let cool slightly.</li>
<li><strong>Season Rice:</strong> Mix rice vinegar, sugar, and salt. Gently fold into cooked rice. Let cool to room temperature.</li>
<li><strong>Prepare Fish:</strong> Slice fresh fish into thin, rectangular slices about 2–3 inches long.</li>
<li><strong>Shape Rice:</strong> Wet hands with water, take a small amount of rice, and shape into an oval mound.</li>
<li><strong>Assemble Nigiri:</strong> Place a small dab of wasabi on the rice (optional). Lay a slice of fish over the rice and press gently.</li>
<li><strong>Serve:</strong> Serve nigiri sushi with soy sauce, pickled ginger, and wasabi.</li>
</ol>
</div>
",main course,https://www.craftycookbook.com/wp-content/uploads/2024/04/nigiri-sushi-1200.jpg,non veg
33,Ramen,Japanese,"<h1>Ramen</h1>
<p>Ramen is a beloved Japanese noodle soup consisting of Chinese-style wheat noodles served in a rich broth, often flavored with soy sauce or miso, and topped with sliced pork, egg, and vegetables.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Broth</h3>
<ul>
<li>4 cups chicken or pork broth</li>
<li>2 tbsp soy sauce</li>
<li>1 tbsp miso paste</li>
<li>1 tbsp sake (optional)</li>
<li>1 clove garlic, minced</li>
<li>1 tsp ginger, grated</li>
<li>1 tsp sesame oil</li>
</ul>
<h3>For the Noodles & Toppings</h3>
<ul>
<li>200g fresh ramen noodles</li>
<li>2 boiled eggs (soft or medium)</li>
<li>100g chashu pork (or chicken, optional)</li>
<li>1 sheet nori (seaweed), cut into strips</li>
<li>1/2 cup corn kernels</li>
<li>2 spring onions, chopped</li>
<li>Bean sprouts (optional)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Broth:</strong> In a pot, combine broth, soy sauce, miso paste, sake, garlic, ginger, and sesame oil. Simmer for 15–20 minutes.</li>
<li><strong>Cook Noodles:</strong> In another pot, cook ramen noodles according to package instructions. Drain and set aside.</li>
<li><strong>Prepare Toppings:</strong> Slice boiled eggs in half. Slice chashu pork. Prepare other toppings.</li>
<li><strong>Assemble:</strong> Place noodles in bowls. Ladle hot broth over noodles. Top with pork, eggs, nori, corn, spring onions, and other toppings as desired.</li>
<li><strong>Serve:</strong> Serve hot and enjoy your comforting bowl of ramen.</li>
</ol>
</div>
",main course,https://soomfoods.com/cdn/shop/articles/45_d115125d-8365-4865-af0e-5a8f42b577af_1600x.png?v=1750100505,non veg
34,Tempura,Japanese,"<h1>Tempura</h1>
<p>Tempura is a classic Japanese dish of seafood and vegetables lightly coated in a delicate batter and deep-fried until golden and crispy.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Tempura Batter</h3>
<ul>
<li>1 cup all-purpose flour</li>
<li>1 cup ice-cold water</li>
<li>1 egg, lightly beaten</li>
<li>1/4 cup cornstarch (optional, for extra crispiness)</li>
<li>Pinch of baking soda (optional)</li>
</ul>
<h3>For the Tempura</h3>
<ul>
<li>6 shrimp, peeled and deveined</li>
<li>1 sweet potato, thinly sliced</li>
<li>1 zucchini, sliced</li>
<li>1 bell pepper, cut into strips</li>
<li>1/2 cup broccoli florets</li>
<li>Vegetable oil, for deep frying</li>
</ul>
<h3>For the Dipping Sauce (Tentsuyu)</h3>
<ul>
<li>1 cup dashi (or substitute with light broth)</li>
<li>2 tbsp soy sauce</li>
<li>2 tbsp mirin</li>
<li>Grated daikon (optional)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Sauce:</strong> In a small pot, combine dashi, soy sauce, and mirin. Simmer for 2–3 minutes. Set aside.</li>
<li><strong>Heat Oil:</strong> Heat vegetable oil in a deep pan to 170–180°C (340–360°F).</li>
<li><strong>Mix Batter:</strong> In a bowl, mix egg with ice-cold water. Add flour and cornstarch, stirring lightly (do not overmix; lumps are fine).</li>
<li><strong>Coat & Fry:</strong> Dip shrimp and vegetables into the batter, then fry in hot oil until golden and crisp. Do not overcrowd the pan.</li>
<li><strong>Drain:</strong> Remove and place on paper towels to drain excess oil.</li>
<li><strong>Serve:</strong> Serve hot with dipping sauce and grated daikon if desired.</li>
</ol>
</div>
",starter,https://twosleevers.com/wp-content/uploads/2023/03/Shrimp-Tempura-1-500x500.png,non veg
35,Okonomiyaki,Japanese,"<h1>Okonomiyaki</h1>
<p>Okonomiyaki is a savory Japanese pancake made with a batter of flour, grated yam, cabbage, and various toppings like pork belly, seafood, and okonomiyaki sauce.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>1 cup all-purpose flour</li>
<li>2/3 cup dashi (or water)</li>
<li>1 egg</li>
<li>1/2 cup grated nagaimo (Japanese yam, optional)</li>
<li>2 cups cabbage, finely shredded</li>
<li>2 spring onions, chopped</li>
<li>4–6 slices pork belly (or bacon)</li>
<li>Vegetable oil, for frying</li>
</ul>
<h3>Toppings</h3>
<ul>
<li>Okonomiyaki sauce (store-bought or homemade)</li>
<li>Japanese mayonnaise</li>
<li>Bonito flakes (katsuobushi)</li>
<li>Aonori (dried seaweed flakes)</li>
<li>Pickled ginger (optional)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Make Batter:</strong> In a bowl, whisk flour, dashi, egg, and grated yam until smooth.</li>
<li><strong>Add Vegetables:</strong> Mix in shredded cabbage and chopped spring onions.</li>
<li><strong>Heat Pan:</strong> Heat a skillet with a little oil over medium heat. Pour in batter to form a pancake shape.</li>
<li><strong>Add Pork:</strong> Place slices of pork belly on top of the batter.</li>
<li><strong>Cook:</strong> Fry until bottom is golden brown, then flip carefully. Cook until pork is crisp and pancake is cooked through.</li>
<li><strong>Top & Serve:</strong> Drizzle with okonomiyaki sauce and mayonnaise. Sprinkle with bonito flakes and aonori. Serve hot.</li>
</ol>
</div>
",starter,https://static01.nyt.com/images/2023/10/10/multimedia/08EATrex-Okonomiyaki-wjth/08EATrex-Okonomiyaki-wjth-mediumSquareAt3X.jpg,non veg
36,Takoyaki,Japanese,"<h1>Takoyaki</h1>
<p>Takoyaki is a popular Japanese street food consisting of crispy, golden batter balls filled with diced octopus, tempura scraps, pickled ginger, and green onions, topped with savory sauces and bonito flakes.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>1 cup all-purpose flour</li>
<li>2 large eggs</li>
<li>2 cups dashi (or water with dashi powder)</li>
<li>1/2 tsp soy sauce</li>
<li>1/2 tsp baking powder</li>
<li>150g octopus, cooked and diced</li>
<li>2 tbsp tenkasu (tempura scraps)</li>
<li>2 tbsp pickled ginger, chopped</li>
<li>2 spring onions, finely chopped</li>
<li>Vegetable oil, for greasing pan</li>
</ul>
<h3>Toppings</h3>
<ul>
<li>Takoyaki sauce</li>
<li>Japanese mayonnaise</li>
<li>Bonito flakes (katsuobushi)</li>
<li>Aonori (seaweed flakes)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Batter:</strong> In a bowl, whisk together flour, eggs, dashi, soy sauce, and baking powder until smooth.</li>
<li><strong>Heat Pan:</strong> Preheat a takoyaki pan and brush with oil.</li>
<li><strong>Cook Balls:</strong> Pour batter into each mold, filling to the top. Add a piece of octopus, a little ginger, onion, and tempura scraps.</li>
<li><strong>Turn & Cook:</strong> As batter sets, use skewers to turn the balls, allowing uncooked batter to flow out and form a round shape. Cook until golden brown on all sides.</li>
<li><strong>Serve:</strong> Place cooked takoyaki on a plate, drizzle with takoyaki sauce and mayonnaise, and sprinkle with bonito flakes and aonori.</li>
</ol>
</div>
",starter,https://iamafoodblog.b-cdn.net/wp-content/uploads/2024/12/takoyaki-recipe-4790w.jpg,non veg
38,Sashimi,Japanese,"<h1>Sashimi</h1>
<p>Sashimi is a traditional Japanese delicacy consisting of thinly sliced raw fish or seafood, appreciated for its freshness, texture, and pure flavor.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>Fresh sashimi-grade fish (tuna, salmon, yellowtail, etc.)</li>
<li>Daikon radish, julienned (optional, for garnish)</li>
<li>Shiso leaves (optional)</li>
<li>Soy sauce, for dipping</li>
<li>Wasabi (optional)</li>
<li>Pickled ginger, for serving</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Select Fish:</strong> Use only sashimi-grade fish from a trusted source to ensure freshness and safety.</li>
<li><strong>Prepare Fish:</strong> Using a very sharp knife, slice the fish into uniform, thin slices (about 1/4 inch thick).</li>
<li><strong>Arrange:</strong> Place slices neatly on a chilled plate. Garnish with julienned daikon and shiso leaves if desired.</li>
<li><strong>Serve:</strong> Serve immediately with soy sauce, wasabi, and pickled ginger.</li>
</ol>
</div>
",main course,https://www.japanesecooking101.com/wp-content/uploads/2019/08/DSC00528b.jpg,non veg
39,Udon Noodles,Japanese,"<h1>Udon Noodles</h1>
<p>Udon is a type of thick Japanese wheat noodle, often served in a flavorful broth with vegetables, tempura, or meat toppings for a hearty and comforting dish.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Broth</h3>
<ul>
<li>4 cups dashi (Japanese soup stock)</li>
<li>3 tbsp soy sauce</li>
<li>2 tbsp mirin</li>
<li>1 tsp sugar</li>
</ul>
<h3>For the Noodles & Toppings</h3>
<ul>
<li>400g fresh udon noodles (or dried, cooked per package)</li>
<li>2 spring onions, chopped</li>
<li>Tempura shrimp or vegetables (optional)</li>
<li>Kamaboko (fish cake slices, optional)</li>
<li>Spinach or bok choy (optional)</li>
<li>Nori (seaweed strips, for garnish)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Broth:</strong> In a pot, combine dashi, soy sauce, mirin, and sugar. Bring to a gentle simmer.</li>
<li><strong>Cook Noodles:</strong> Cook udon noodles according to package instructions. Drain and rinse briefly in hot water to remove excess starch.</li>
<li><strong>Assemble:</strong> Divide noodles into bowls. Pour hot broth over them.</li>
<li><strong>Add Toppings:</strong> Garnish with spring onions, tempura, fish cakes, spinach, and nori as desired.</li>
<li><strong>Serve:</strong> Enjoy hot and comforting udon noodles.</li>
</ol>
</div>
",main course,https://images.getrecipekit.com/20230510005321-how-to-make-sichuan-spicy-udon-noodles.png?aspect_ratio=16:9&quality=90&,non veg
40,Miso Soup,Japanese,"<h1>Miso Soup</h1>
<p>Miso soup is a traditional Japanese soup made with a savory miso paste base, dashi broth, tofu, and seaweed, often served as a comforting starter to a Japanese meal.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>4 cups dashi (Japanese soup stock)</li>
<li>3 tbsp miso paste (white or red)</li>
<li>100g tofu, cubed</li>
<li>2 tbsp wakame seaweed (rehydrated)</li>
<li>2 spring onions, finely chopped</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Heat Broth:</strong> In a saucepan, bring dashi to a gentle simmer.</li>
<li><strong>Add Tofu & Seaweed:</strong> Add cubed tofu and rehydrated wakame seaweed to the broth. Simmer for 2–3 minutes.</li>
<li><strong>Mix Miso Paste:</strong> In a small bowl, dissolve miso paste in a ladleful of hot broth, then stir back into the pot. Do not boil after adding miso.</li>
<li><strong>Garnish:</strong> Add chopped spring onions before serving.</li>
<li><strong>Serve:</strong> Enjoy hot as a side or starter.</li>
</ol>
</div>
",starter,https://www.chopstickchronicles.com/wp-content/uploads/2020/10/Miso-Soup-update-22.jpg,non veg
41,Gyoza,Japanese,"<h1>Gyoza</h1>
<p>Gyoza are Japanese pan-fried dumplings filled with a savory mixture of ground meat and vegetables, served with a tangy dipping sauce.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Filling</h3>
<ul>
<li>200g ground pork (or chicken)</li>
<li>1 cup cabbage, finely shredded</li>
<li>2 spring onions, finely chopped</li>
<li>2 cloves garlic, minced</li>
<li>1 tsp ginger, grated</li>
<li>1 tbsp soy sauce</li>
<li>1 tbsp sesame oil</li>
<li>1/2 tsp salt</li>
<li>1/4 tsp pepper</li>
</ul>
<h3>For Wrapping</h3>
<ul>
<li>20 gyoza wrappers (round dumpling skins)</li>
<li>Water, for sealing</li>
</ul>
<h3>For Dipping Sauce</h3>
<ul>
<li>2 tbsp soy sauce</li>
<li>1 tbsp rice vinegar</li>
<li>Few drops chili oil (optional)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Make Filling:</strong> In a bowl, combine pork, cabbage, spring onions, garlic, ginger, soy sauce, sesame oil, salt, and pepper. Mix well.</li>
<li><strong>Fill Wrappers:</strong> Place 1 tsp of filling in the center of each wrapper. Wet the edges with water, fold in half, and pleat the edges to seal.</li>
<li><strong>Cook Gyoza:</strong> Heat oil in a non-stick pan. Place gyoza flat-side down and fry until bottoms are golden brown.</li>
<li><strong>Steam:</strong> Add 1/4 cup water to the pan, cover, and steam for 3–4 minutes until filling is cooked through.</li>
<li><strong>Serve:</strong> Serve hot with dipping sauce.</li>
</ol>
</div>
",starter,https://cardamommagazine.com/wp-content/uploads/2021/04/chicken-gyoza.jpg,non veg
42,Mochi,Japanese,"<h1>Mochi</h1>
<p>Mochi is a chewy Japanese rice cake made from glutinous rice flour, enjoyed plain or filled with sweet or savory fillings like red bean paste, fruit, or ice cream.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>1 cup mochiko (glutinous rice flour)</li>
<li>3/4 cup water</li>
<li>1/4 cup sugar</li>
<li>Cornstarch or potato starch (for dusting)</li>
<li>Sweet red bean paste (anko) or fruit (optional, for filling)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Mix Batter:</strong> In a microwave-safe bowl, mix mochiko, water, and sugar until smooth.</li>
<li><strong>Cook:</strong> Cover loosely with plastic wrap and microwave for 2–3 minutes, stirring halfway, until mixture is thick and sticky.</li>
<li><strong>Dust Surface:</strong> Generously dust a clean surface with cornstarch or potato starch.</li>
<li><strong>Shape Mochi:</strong> Transfer dough onto dusted surface. Coat hands with starch and divide dough into small pieces.</li>
<li><strong>Fill (Optional):</strong> Flatten each piece, place a spoonful of red bean paste or fruit inside, and pinch edges to seal.</li>
<li><strong>Serve:</strong> Enjoy fresh or store in an airtight container.</li>
</ol>
</div>
",dessert,https://qeleg.com/cdn/shop/articles/20240411054015-peach-mochi.webp?v=1712814467,veg
43,Tacos al Pastor,Mexican,"<h1>Tacos al Pastor</h1>
<p>Tacos al Pastor are a Mexican street food classic featuring marinated pork, grilled with pineapple, and served on soft corn tortillas with onion, cilantro, and salsa.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Marinade</h3>
<ul>
<li>1 kg pork shoulder, thinly sliced</li>
<li>3 dried guajillo chilies, seeded and soaked</li>
<li>2 dried ancho chilies, seeded and soaked</li>
<li>3 cloves garlic</li>
<li>1/4 cup white vinegar</li>
<li>1/4 cup pineapple juice</li>
<li>2 tbsp achiote paste</li>
<li>1 tsp cumin</li>
<li>1 tsp oregano</li>
<li>1/2 tsp cloves</li>
<li>Salt and pepper, to taste</li>
</ul>


<h3>For Serving</h3>
<ul>
<li>Corn tortillas</li>
<li>Fresh pineapple, grilled and chopped</li>
<li>White onion, finely chopped</li>
<li>Fresh cilantro, chopped</li>
<li>Salsa of choice</li>
<li>Lime wedges</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Make Marinade:</strong> Blend soaked chilies, garlic, vinegar, pineapple juice, achiote paste, cumin, oregano, cloves, salt, and pepper into a smooth paste.</li>
<li><strong>Marinate Pork:</strong> Coat sliced pork with marinade. Cover and refrigerate for at least 4 hours or overnight.</li>
<li><strong>Cook Pork:</strong> Grill or pan-fry pork slices until cooked and slightly charred.</li>
<li><strong>Warm Tortillas:</strong> Heat tortillas on a skillet until soft and pliable.</li>
<li><strong>Assemble Tacos:</strong> Fill tortillas with pork, top with grilled pineapple, onion, cilantro, and salsa.</li>
<li><strong>Serve:</strong> Enjoy hot with lime wedges.</li>
</ol>
</div>
",main course,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdI2VOS6edRqZoOBSKyQPX0ifFUNbcxXutXw&s,non veg
44,Enchiladas,Mexican,"<h1>Enchiladas</h1>
<p>Enchiladas are a Mexican classic featuring corn tortillas filled with meat, cheese, or beans, rolled up and baked with a rich chili sauce and melted cheese.</p>
<div>
<h2>Ingredients</h2>
<h3>For the Filling</h3>
<ul>
<li>2 cups shredded cooked chicken (or beef/beans)</li>
<li>1 cup shredded cheese (cheddar or Mexican blend)</li>
<li>1/2 cup onion, finely chopped</li>
</ul>
<h3>For the Sauce</h3>
<ul>
<li>2 tbsp vegetable oil</li>
<li>2 tbsp flour</li>
<li>3 tbsp chili powder</li>
<li>2 cups chicken or vegetable broth</li>
<li>1 can (8 oz) tomato sauce</li>
<li>1 tsp cumin</li>
<li>1 tsp garlic powder</li>
<li>Salt, to taste</li>
</ul>
<h3>Other</h3>
<ul>
<li>8 corn tortillas</li>
<li>Extra shredded cheese, for topping</li>
<li>Fresh cilantro, chopped (optional garnish)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Make Sauce:</strong> Heat oil in a saucepan, whisk in flour and chili powder to form a roux. Slowly add broth, tomato sauce, cumin, garlic powder, and salt. Simmer until slightly thickened.</li>
<li><strong>Prepare Filling:</strong> In a bowl, combine shredded chicken, cheese, and onion.</li>
<li><strong>Assemble Enchiladas:</strong> Preheat oven to 375°F (190°C). Warm tortillas, then fill each with the chicken mixture. Roll and place seam-side down in a baking dish.</li>
<li><strong>Add Sauce & Cheese:</strong> Pour enchilada sauce over rolled tortillas. Sprinkle with extra cheese.</li>
<li><strong>Bake:</strong> Bake for 20–25 minutes until cheese is melted and bubbly.</li>
<li><strong>Serve:</strong> Garnish with cilantro and enjoy hot.</li>
</ol>
</div>
",main course,https://www.everythingerica.com/wp-content/uploads/2014/07/Enchiladas.jpg.jpg,non veg
45,Quesadillas,Mexican,"<h1>Quesadillas</h1>
<p>Quesadillas are a quick and delicious Mexican dish made with tortillas filled with melted cheese and optional meats or vegetables, cooked until golden and crispy.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>4 flour tortillas (or corn tortillas)</li>
<li>2 cups shredded cheese (cheddar, Monterey Jack, or Mexican blend)</li>
<li>1/2 cup cooked chicken, beef, or vegetables (optional)</li>
<li>1 tbsp butter or oil</li>
<li>Sour cream, guacamole, or salsa (for serving)</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Heat Pan:</strong> Place a skillet over medium heat and lightly grease with butter or oil.</li>
<li><strong>Assemble Quesadilla:</strong> Place a tortilla in the skillet, sprinkle cheese evenly, and add optional fillings. Top with another tortilla.</li>
<li><strong>Cook:</strong> Cook until bottom is golden and cheese begins to melt. Flip carefully and cook the other side until crispy.</li>
<li><strong>Slice & Serve:</strong> Cut into wedges and serve with sour cream, guacamole, or salsa.</li>
</ol>
</div>
",main course,https://cdn.loveandlemons.com/wp-content/uploads/2024/01/quesadilla.jpg,non veg
